participant_id,experiment,item,cond,presentation_order,literal_response,response,timestamp,english_first_language,country_of_birth
62ec1fe3ebd392c343d85886,filler,10,filler,0,Yes,Yes,2023-05-10 03:15:14,Yes,United States
62ec1fe3ebd392c343d85886,dopo,14,PO_plausible,1,No,No,2023-05-10 03:15:14,Yes,United States
62ec1fe3ebd392c343d85886,filler,5,filler,2,Yes,Yes,2023-05-10 03:15:14,Yes,United States
62ec1fe3ebd392c343d85886,filler,48,filler,3,No,No,2023-05-10 03:15:14,Yes,United States
62ec1fe3ebd392c343d85886,filler,46,filler,4,No,No,2023-05-10 03:15:14,Yes,United States
62ec1fe3ebd392c343d85886,act-pass2,7,passive_v1,5,Yes,Yes,2023-05-10 03:15:14,Yes,United States
62ec1fe3ebd392c343d85886,filler,13,filler,6,Yes,Yes,2023-05-10 03:15:14,Yes,United States
62ec1fe3ebd392c343d85886,dopo,16,DO_plausible,7,Yes,Yes,2023-05-10 03:15:14,Yes,United States
62ec1fe3ebd392c343d85886,dopo,20,DO_implausible,8,No,No,2023-05-10 03:15:14,Yes,United States
62ec1fe3ebd392c343d85886,dopo,2,PO_plausible,9,Yes,Yes,2023-05-10 03:15:14,Yes,United States
62ec1fe3ebd392c343d85886,filler,11,filler,10,Yes,Yes,2023-05-10 03:15:14,Yes,United States
62ec1fe3ebd392c343d85886,filler,18,filler,11,Yes,Yes,2023-05-10 03:15:14,Yes,United States
62ec1fe3ebd392c343d85886,dopo,19,PO_implausible,12,No,No,2023-05-10 03:15:14,Yes,United States
62ec1fe3ebd392c343d85886,filler,9,filler,13,Yes,Yes,2023-05-10 03:15:14,Yes,United States
62ec1fe3ebd392c343d85886,dopo,8,PO_implausible,14,Yes,Yes,2023-05-10 03:15:14,Yes,United States
62ec1fe3ebd392c343d85886,filler,39,filler,15,No,No,2023-05-10 03:15:14,Yes,United States
62ec1fe3ebd392c343d85886,filler,26,filler,16,No,No,2023-05-10 03:15:14,Yes,United States
62ec1fe3ebd392c343d85886,filler,41,filler,17,No,No,2023-05-10 03:15:14,Yes,United States
62ec1fe3ebd392c343d85886,filler,14,filler,18,Yes,Yes,2023-05-10 03:15:14,Yes,United States
62ec1fe3ebd392c343d85886,filler,19,filler,19,Yes,Yes,2023-05-10 03:15:14,Yes,United States
62ec1fe3ebd392c343d85886,filler,44,filler,20,No,Yes,2023-05-10 03:15:14,Yes,United States
62ec1fe3ebd392c343d85886,filler,16,filler,21,Yes,Yes,2023-05-10 03:15:14,Yes,United States
62ec1fe3ebd392c343d85886,dopo,18,DO_plausible,22,Yes,Yes,2023-05-10 03:15:14,Yes,United States
62ec1fe3ebd392c343d85886,act-pass2,6,passive_v1,23,Yes,Yes,2023-05-10 03:15:14,Yes,United States
62ec1fe3ebd392c343d85886,filler,4,filler,24,Yes,Yes,2023-05-10 03:15:14,Yes,United States
62ec1fe3ebd392c343d85886,act-pass2,11,passive_v2,25,Yes,Yes,2023-05-10 03:15:14,Yes,United States
62ec1fe3ebd392c343d85886,dopo,6,PO_plausible,26,No,Yes,2023-05-10 03:15:14,Yes,United States
62ec1fe3ebd392c343d85886,dopo,17,DO_implausible,27,No,No,2023-05-10 03:15:14,Yes,United States
